return_id,order_id,order_item_id,return_date,return_reason,refund_amount
701172,523631,39472,2025-06-11,Quality Issue,
701173,523642,39492,2025-03-22,Other,
701174,523653,39509,2024-02-05,Changed Mind,
701175,523653,39510,2024-02-20,Changed Mind,
701176,523653,39511,2024-02-21,Damaged Product,
701177,523659,39518,2024-06-09,Changed Mind,
701178,523700,39587,2024-12-26,Quality Issue,
701179,523740,39649,2025-03-02,Quality Issue,
701180,523760,39676,2025-07-02,Late Delivery,
701181,523821,39780,2025-01-10,Late Delivery,
701182,523822,39781,2024-11-26,Changed Mind,
701183,523823,39782,2025-04-08,Late Delivery,
701184,523823,39783,2025-04-07,Quality Issue,
701185,523863,39844,2024-01-18,Damaged Product,
701186,523884,39879,2024-11-07,Other,
701187,523973,40029,2024-02-08,Quality Issue,
701188,523973,40030,2024-01-31,Damaged Product,
701189,524018,40108,2024-12-11,Late Delivery,
701190,524028,40119,2024-04-21,Damaged Product,
701191,524028,40120,2024-04-18,Damaged Product,
701192,524068,40190,2025-05-10,Other,
701193,524088,40226,2024-04-03,Damaged Product,
701194,524088,40227,2024-04-15,Damaged Product,
701195,524094,40234,2025-05-23,Quality Issue,
701196,524108,40257,2024-06-03,Wrong Product,
701197,524129,40290,2025-03-28,Changed Mind,
701198,524168,40362,2024-10-28,Late Delivery,
701199,524169,40363,2024-12-31,Other,
701200,524195,40403,2024-09-21,Other,
701201,524195,40404,2024-09-25,Changed Mind,
701202,524214,40431,2024-03-09,Late Delivery,
701203,524250,40480,2025-04-11,Quality Issue,
701204,524254,40485,2024-07-18,Changed Mind,
701205,524254,40486,2024-07-11,Other,
701206,524373,40684,2024-05-01,Late Delivery,
701207,524373,40686,2024-04-15,Changed Mind,
701208,524379,40697,2024-07-07,Other,
701209,524381,40702,2024-11-18,Wrong Product,
701210,524381,40703,2024-12-04,Changed Mind,
701211,524381,40704,2024-12-05,Quality Issue,
701212,524461,40834,2025-06-01,Damaged Product,
701213,524461,40835,2025-06-07,Quality Issue,
701214,524461,40836,2025-06-06,Other,
701215,524555,40995,2025-04-21,Quality Issue,
701216,524560,41001,2024-05-02,Wrong Product,
701217,524588,41053,2024-09-11,Quality Issue,
701218,524591,41057,2025-03-03,Late Delivery,
701219,524595,41063,2024-12-11,Other,
701220,524620,41107,2024-05-01,Damaged Product,
701221,524645,41152,2024-10-07,Late Delivery,
701222,524651,41165,2024-03-20,Wrong Product,
701223,524651,41166,2024-03-22,Wrong Product,
701224,524672,41202,2025-01-12,Late Delivery,
701225,524717,41279,2024-03-05,Late Delivery,
701226,524717,41280,2024-03-06,Wrong Product,
701227,524722,41290,2024-06-17,Damaged Product,
701228,524723,41291,2024-11-14,Quality Issue,
701229,524723,41292,2024-11-10,Damaged Product,
701230,524772,41365,2024-12-12,Changed Mind,
701231,524795,41402,2024-09-13,Wrong Product,
701232,524798,41407,2025-03-25,Other,
701233,524808,41426,2024-06-27,Damaged Product,
701234,524808,41427,2024-07-03,Changed Mind,
701235,524821,41450,2025-06-14,Changed Mind,
701236,524886,41541,2025-05-08,Wrong Product,
701237,524886,41542,2025-04-27,Wrong Product,
701238,524898,41566,2024-01-28,Quality Issue,
701239,524922,41608,2024-06-30,Wrong Product,
701240,524922,41609,2024-06-25,Quality Issue,
701241,524922,41610,2024-06-24,Damaged Product,
701242,524922,41611,2024-07-01,Wrong Product,
701243,524952,41665,2025-04-21,Damaged Product,
701244,524970,41701,2025-01-27,Quality Issue,
701245,524970,41703,2025-01-31,Late Delivery,
701246,524973,41708,2024-03-29,Quality Issue,
701247,524995,41749,2025-02-27,Changed Mind,
701248,525011,41778,2025-02-24,Changed Mind,
701249,525011,41780,2025-02-23,Other,
701250,525081,41883,2024-04-08,Quality Issue,
701251,525087,41891,2024-10-24,Wrong Product,
701252,525087,41892,2024-10-20,Quality Issue,
701253,525150,41996,2025-03-18,Damaged Product,
701254,525150,41997,2025-03-13,Other,
701255,525176,42038,2025-02-05,Other,
701256,525205,42086,2025-05-17,Wrong Product,
701257,525227,42119,2024-07-06,Quality Issue,
701258,525241,42146,2024-02-13,Wrong Product,
701259,525241,42147,2024-02-11,Changed Mind,
701260,525241,42148,2024-02-07,Late Delivery,
701261,525253,42169,2025-06-09,Changed Mind,
701262,525267,42189,2024-05-14,Quality Issue,
701263,525267,42190,2024-05-23,Quality Issue,
701264,525268,42192,2024-12-14,Wrong Product,
701265,525306,42260,2024-10-05,Late Delivery,
701266,525326,42297,2024-01-31,Quality Issue,
701267,525387,42407,2024-03-09,Changed Mind,
701268,525437,42484,2024-10-12,Wrong Product,
701269,525450,42500,2024-08-03,Damaged Product,
701270,525450,42501,2024-07-24,Wrong Product,
701271,525470,42532,2024-11-05,Changed Mind,
701272,525470,42533,2024-11-03,Quality Issue,
701273,525488,42557,2024-02-29,Wrong Product,
701274,525524,42625,2024-09-06,Other,
701275,525529,42632,2024-08-24,Damaged Product,
701276,525529,42633,2024-08-20,Wrong Product,
701277,525536,42647,2024-05-02,Wrong Product,
701278,525536,42648,2024-05-15,Quality Issue,
701279,525561,42686,2024-09-04,Late Delivery,
701280,525574,42706,2024-02-27,Late Delivery,
701281,525598,42747,2024-12-13,Changed Mind,
701282,525598,42748,2024-12-05,Quality Issue,
701283,525616,42774,2024-07-14,Other,
701284,525622,42782,2025-01-23,Wrong Product,
701285,525668,42856,2024-08-22,Late Delivery,
701286,525670,42858,2024-06-26,Changed Mind,
701287,525670,42859,2024-07-01,Changed Mind,
701288,525697,42900,2024-12-10,Damaged Product,
701289,525743,42971,2024-05-23,Changed Mind,
701290,525759,42997,2024-06-29,Wrong Product,
701291,525765,43005,2024-11-18,Damaged Product,
701292,525768,43008,2025-05-24,Quality Issue,
701293,525778,43022,2024-06-02,Wrong Product,
701294,525822,43096,2025-04-02,Other,
701295,525822,43097,2025-04-06,Damaged Product,
701296,525828,43106,2024-09-23,Changed Mind,
701297,525833,43113,2025-01-27,Wrong Product,
701298,525843,43134,2025-02-26,Damaged Product,
701299,525861,43155,2024-08-12,Other,
701300,525875,43182,2024-04-20,Changed Mind,
701301,525893,43203,2025-04-30,Late Delivery,
701302,525903,43221,2024-07-26,Late Delivery,
701303,525911,43233,2024-12-05,Damaged Product,
701304,525920,43252,2025-04-05,Quality Issue,
701305,525998,43386,2025-07-11,Changed Mind,
701306,525998,43387,2025-07-07,Quality Issue,
701307,526001,43391,2025-03-06,Quality Issue,
701308,526023,43422,2024-08-03,Damaged Product,
701309,526069,43503,2024-12-24,Quality Issue,
701310,526090,43539,2024-12-01,Damaged Product,
701311,526117,43586,2025-03-18,Changed Mind,
701312,526146,43642,2024-12-02,Quality Issue,
701313,526174,43680,2025-05-10,Damaged Product,
701314,526174,43681,2025-05-26,Quality Issue,
701315,526208,43740,2025-06-20,Changed Mind,
701316,526208,43741,2025-06-21,Damaged Product,
701317,526266,43843,2024-03-02,Late Delivery,
701318,526282,43865,2024-01-29,Other,
701319,526286,43873,2024-04-23,Damaged Product,
701320,526286,43874,2024-04-17,Quality Issue,
701321,526372,44012,2025-06-16,Wrong Product,
701322,526373,44013,2024-02-19,Quality Issue,
701323,526373,44014,2024-02-07,Late Delivery,
701324,526386,44041,2024-04-12,Changed Mind,
701325,526438,44120,2024-05-28,Other,
701326,526441,44123,2025-02-21,Quality Issue,
701327,526441,44124,2025-02-16,Quality Issue,
701328,526441,44125,2025-02-16,Changed Mind,
701329,526463,44160,2025-06-10,Damaged Product,
701330,526463,44161,2025-06-17,Quality Issue,
701331,526463,44162,2025-06-06,Other,
701332,526470,44171,2025-04-27,Damaged Product,
701333,526470,44173,2025-05-06,Late Delivery,
701334,526499,44226,2024-04-28,Damaged Product,
701335,526499,44227,2024-05-05,Late Delivery,
701336,526499,44228,2024-04-23,Wrong Product,
701337,526576,44363,2024-03-03,Wrong Product,
701338,526576,44364,2024-03-03,Quality Issue,
701339,526579,44369,2025-02-12,Wrong Product,
701340,526590,44384,2025-02-12,Damaged Product,
701341,526707,44566,2025-07-10,Late Delivery,
701342,526760,44651,2025-03-23,Damaged Product,
701343,526805,44719,2025-06-14,Damaged Product,
701344,526915,44899,2024-10-27,Quality Issue,
701345,526945,44951,2024-12-16,Damaged Product,
701346,527003,45042,2024-10-13,Damaged Product,
701347,527003,45043,2024-10-14,Damaged Product,
701348,527009,45051,2024-04-24,Quality Issue,
701349,527009,45053,2024-05-07,Quality Issue,
701350,527010,45054,2024-03-25,Damaged Product,
701351,527087,45180,2025-04-20,Wrong Product,
701352,527139,45277,2024-08-02,Late Delivery,
701353,527139,45278,2024-07-21,Quality Issue,
701354,527214,45404,2024-05-25,Wrong Product,
701355,527214,45405,2024-05-31,Quality Issue,
701356,527222,45420,2025-01-07,Other,
701357,527256,45477,2024-05-25,Quality Issue,
701358,527256,45478,2024-05-20,Changed Mind,
701359,527266,45491,2024-01-20,Changed Mind,
701360,527327,45590,2024-10-02,Damaged Product,
701361,527327,45591,2024-09-28,Other,
701362,527352,45628,2025-05-14,Quality Issue,
701363,527396,45695,2025-03-09,Late Delivery,
701364,527396,45696,2025-03-19,Damaged Product,
701365,527439,45777,2025-03-08,Quality Issue,
701366,527439,45778,2025-03-07,Damaged Product,
701367,527471,45834,2025-04-14,Damaged Product,
701368,527471,45835,2025-04-21,Late Delivery,
701369,527471,45836,2025-04-11,Changed Mind,
701370,527471,45837,2025-04-16,Quality Issue,
701371,527532,45930,2024-12-06,Damaged Product,
701372,527546,45954,2024-11-26,Changed Mind,
701373,527595,46037,2025-05-25,Other,
701374,527596,46039,2025-02-04,Quality Issue,
701375,527608,46057,2025-02-01,Changed Mind,
701376,527621,46078,2024-03-09,Wrong Product,
701377,527621,46079,2024-02-28,Changed Mind,
701378,527661,46151,2024-10-26,Quality Issue,
701379,527669,46163,2025-06-05,Changed Mind,
701380,527690,46198,2025-05-03,Quality Issue,
701381,527699,46213,2025-04-11,Wrong Product,
701382,527702,46219,2024-11-16,Quality Issue,
701383,527702,46220,2024-11-24,Changed Mind,
701384,527714,46237,2025-03-09,Changed Mind,
701385,527714,46238,2025-03-08,Quality Issue,
701386,527714,46239,2025-03-17,Other,
701387,527744,46288,2024-07-15,Quality Issue,
701388,527799,46381,2025-01-30,Damaged Product,
701389,527808,46397,2025-02-02,Quality Issue,
701390,527823,46422,2024-02-28,Quality Issue,
701391,527823,46423,2024-03-06,Wrong Product,
701392,527849,46464,2025-05-05,Quality Issue,
701393,527849,46466,2025-05-18,Quality Issue,
701394,527883,46521,2024-05-11,Quality Issue,
701395,527918,46583,2025-04-04,Changed Mind,
701396,527918,46584,2025-04-01,Damaged Product,
701397,527969,46671,2024-10-21,Quality Issue,
701398,528069,46836,2024-06-22,Damaged Product,
701399,528069,46837,2024-06-16,Wrong Product,
701400,528102,46884,2024-07-21,Late Delivery,
701401,528136,46939,2024-05-16,Damaged Product,
701402,528164,46988,2024-06-14,Changed Mind,
701403,528198,47051,2024-10-24,Changed Mind,
701404,528202,47059,2025-03-12,Quality Issue,
701405,528239,47130,2025-01-07,Damaged Product,
701406,528239,47131,2025-01-21,Wrong Product,
701407,528251,47149,2024-10-05,Quality Issue,
701408,528251,47150,2024-10-13,Quality Issue,
701409,528251,47151,2024-09-26,Wrong Product,
701410,528286,47208,2025-02-02,Changed Mind,
701411,528325,47266,2025-07-06,Damaged Product,
701412,528337,47285,2025-06-25,Damaged Product,
701413,528337,47286,2025-07-06,Wrong Product,
701414,528441,47448,2025-04-14,Damaged Product,
701415,528445,47453,2024-05-05,Changed Mind,
701416,528528,47603,2024-09-06,Quality Issue,
701417,528544,47625,2024-04-23,Late Delivery,
701418,528582,47688,2024-05-27,Wrong Product,
701419,528636,47771,2025-07-11,Quality Issue,
701420,528680,47853,2024-12-10,Damaged Product,
701421,528726,47935,2025-06-11,Quality Issue,
701422,528726,47936,2025-06-03,Changed Mind,
701423,528729,47939,2025-01-19,Quality Issue,
701424,528729,47940,2025-01-21,Late Delivery,
701425,528729,47941,2025-01-23,Changed Mind,
701426,528736,47954,2024-12-01,Wrong Product,
701427,528756,47988,2024-12-04,Damaged Product,
701428,528782,48029,2024-03-02,Damaged Product,
701429,528782,48031,2024-02-19,Changed Mind,
701430,528790,48044,2024-02-18,Late Delivery,
701431,528802,48062,2024-07-30,Quality Issue,
701432,528821,48094,2025-01-11,Other,
701433,528821,48095,2025-01-21,Quality Issue,
701434,528821,48096,2025-01-14,Other,
701435,528869,48172,2024-02-07,Damaged Product,
701436,528908,48246,2024-12-24,Other,
701437,528908,48247,2024-12-23,Damaged Product,
701438,528922,48270,2024-12-09,Wrong Product,
701439,528923,48273,2025-01-02,Late Delivery,
701440,528939,48302,2024-11-29,Late Delivery,
701441,528960,48336,2024-07-19,Late Delivery,
701442,528960,48337,2024-07-31,Late Delivery,
701443,528960,48338,2024-07-25,Late Delivery,
701444,529010,48424,2024-10-21,Changed Mind,
701445,529043,48479,2024-02-22,Other,
701446,529055,48497,2025-06-06,Quality Issue,
701447,529055,48498,2025-05-26,Quality Issue,
701448,529055,48499,2025-06-02,Quality Issue,
701449,529081,48543,2025-04-18,Changed Mind,
701450,529124,48615,2025-06-09,Wrong Product,
701451,529142,48643,2025-07-08,Changed Mind,
701452,529157,48667,2024-10-08,Late Delivery,
701453,529157,48668,2024-10-09,Wrong Product,
701454,529167,48688,2024-08-21,Damaged Product,
701455,529202,48746,2025-05-30,Damaged Product,
701456,529202,48747,2025-05-28,Changed Mind,
701457,529241,48806,2024-05-03,Late Delivery,
701458,529241,48809,2024-04-27,Other,
701459,529291,48883,2024-09-21,Late Delivery,
701460,529355,48995,2025-01-08,Quality Issue,
701461,529376,49030,2025-05-24,Quality Issue,
701462,529376,49031,2025-05-20,Late Delivery,
701463,529387,49045,2024-09-14,Damaged Product,
701464,529404,49077,2024-05-12,Late Delivery,
701465,529473,49205,2024-09-17,Other,
701466,529494,49239,2025-01-27,Wrong Product,
701467,529558,49351,2024-02-18,Quality Issue,
701468,529568,49366,2024-04-15,Quality Issue,
701469,529592,49400,2024-02-26,Damaged Product,
701470,529674,49542,2024-03-15,Wrong Product,
701471,529680,49549,2024-02-04,Changed Mind,
701472,529688,49561,2024-10-24,Quality Issue,
701473,529689,49563,2024-05-02,Changed Mind,
701474,529689,49564,2024-04-24,Wrong Product,
701475,529701,49591,2024-08-03,Late Delivery,
701476,529701,49592,2024-07-30,Quality Issue,
701477,529701,49593,2024-08-04,Damaged Product,
701478,529766,49703,2024-11-29,Other,
701479,529775,49720,2024-02-15,Changed Mind,
701480,529811,49776,2024-07-24,Damaged Product,
701481,530018,50111,2025-01-14,Quality Issue,
701482,530018,50112,2025-01-16,Quality Issue,
701483,530018,50113,2025-01-25,Other,
701484,530045,50154,2024-12-27,Quality Issue,
701485,530051,50166,2024-06-28,Late Delivery,
701486,530086,50223,2024-12-28,Late Delivery,
701487,530105,50258,2024-04-29,Wrong Product,
701488,530105,50259,2024-04-29,Other,
701489,530116,50274,2025-06-24,Changed Mind,
701490,530116,50276,2025-06-26,Changed Mind,
701491,530116,50277,2025-06-25,Quality Issue,
701492,530161,50355,2024-06-27,Changed Mind,
701493,530175,50379,2024-08-28,Wrong Product,
701494,530217,50446,2025-03-26,Wrong Product,
701495,530218,50448,2025-03-05,Quality Issue,
701496,530220,50450,2025-02-17,Quality Issue,
701497,530374,50702,2024-03-11,Damaged Product,
701498,530385,50721,2025-05-27,Changed Mind,
701499,530404,50750,2025-02-26,Damaged Product,
701500,530404,50751,2025-02-20,Late Delivery,
701501,530424,50779,2024-12-19,Other,
701502,530444,50815,2025-06-24,Changed Mind,
701503,530449,50824,2025-05-31,Quality Issue,
701504,530449,50825,2025-05-26,Damaged Product,
701505,530449,50826,2025-05-26,Damaged Product,
701506,530481,50880,2024-02-26,Changed Mind,
701507,530495,50905,2025-06-10,Changed Mind,
701508,530516,50940,2025-05-07,Wrong Product,
701509,530539,50983,2024-04-29,Late Delivery,
701510,530565,51029,2024-04-01,Wrong Product,
701511,530653,51169,2025-05-02,Damaged Product,
701512,530676,51211,2024-07-28,Wrong Product,
701513,530676,51212,2024-08-11,Damaged Product,
701514,530692,51241,2024-05-04,Damaged Product,
701515,530787,51410,2025-05-16,Damaged Product,
701516,530787,51412,2025-05-18,Quality Issue,
701517,530855,51511,2024-06-23,Changed Mind,
701518,530893,51574,2024-03-25,Changed Mind,
701519,530914,51608,2024-03-19,Late Delivery,
701520,530914,51609,2024-03-14,Wrong Product,
701521,530954,51674,2024-11-29,Quality Issue,
701522,530975,51708,2025-04-22,Wrong Product,
701523,530978,51712,2024-11-23,Damaged Product,
701524,530994,51739,2024-05-13,Wrong Product,
701525,530994,51740,2024-05-04,Other,
701526,530994,51741,2024-05-08,Changed Mind,
701527,531005,51761,2024-09-02,Quality Issue,
701528,531005,51762,2024-09-18,Changed Mind,
701529,531005,51763,2024-09-13,Wrong Product,
701530,531047,51829,2025-04-09,Changed Mind,
701531,531154,51996,2024-06-19,Changed Mind,
701532,531154,51997,2024-07-05,Late Delivery,
701533,531154,51998,2024-06-29,Other,
701534,531207,52086,2024-06-25,Quality Issue,
701535,531249,52162,2024-10-12,Changed Mind,
701536,531318,52277,2024-09-20,Damaged Product,
701537,531386,52395,2025-01-30,Damaged Product,
701538,531386,52396,2025-01-14,Late Delivery,
701539,531400,52418,2024-02-24,Damaged Product,
701540,531422,52456,2024-10-21,Wrong Product,
701541,531422,52457,2024-10-15,Wrong Product,
701542,531422,52458,2024-10-23,Late Delivery,
701543,531458,52521,2025-06-12,Damaged Product,
701544,531471,52541,2025-03-15,Changed Mind,
701545,531522,52636,2025-04-18,Wrong Product,
701546,531540,52664,2025-01-20,Quality Issue,
701547,531601,52771,2025-01-30,Quality Issue,
701548,531641,52833,2024-12-01,Damaged Product,
701549,531667,52879,2024-02-07,Wrong Product,
701550,531667,52881,2024-02-04,Quality Issue,
701551,531667,52882,2024-02-09,Quality Issue,
701552,531670,52886,2024-10-18,Quality Issue,
701553,531697,52932,2024-07-21,Changed Mind,
701554,531706,52946,2024-11-22,Other,
701555,531706,52947,2024-11-16,Quality Issue,
701556,531706,52948,2024-11-20,Changed Mind,
701557,531717,52969,2025-04-01,Wrong Product,
701558,531723,52983,2024-12-20,Other,
701559,531926,53330,2024-02-21,Damaged Product,
701560,531959,53388,2024-01-20,Quality Issue,
701561,531959,53389,2024-01-20,Damaged Product,
701562,531970,53407,2024-07-28,Quality Issue,
701563,532054,53546,2024-02-17,Quality Issue,
701564,532054,53547,2024-03-01,Wrong Product,
701565,532054,53548,2024-02-19,Late Delivery,
701566,532054,53549,2024-02-20,Quality Issue,
701567,532073,53579,2025-05-26,Damaged Product,
701568,532092,53612,2025-04-26,Quality Issue,
701569,532092,53613,2025-04-25,Late Delivery,
701570,532096,53618,2024-11-20,Quality Issue,
701571,532126,53664,2024-06-23,Changed Mind,
701572,532172,53735,2025-04-30,Quality Issue,
701573,532179,53747,2025-01-27,Wrong Product,
701574,532215,53803,2024-08-27,Quality Issue,
701575,532242,53859,2024-04-30,Damaged Product,
701576,532242,53860,2024-05-11,Damaged Product,
701577,532252,53875,2025-06-06,Late Delivery,
701578,532252,53876,2025-06-10,Changed Mind,
701579,532252,53878,2025-06-10,Damaged Product,
701580,532270,53909,2024-04-22,Quality Issue,
701581,532270,53910,2024-05-04,Wrong Product,
701582,532379,54102,2024-07-21,Changed Mind,
701583,532379,54103,2024-07-10,Quality Issue,
701584,532469,54238,2024-09-30,Quality Issue,
701585,532548,54363,2024-02-29,Damaged Product,
701586,532549,54364,2024-08-28,Changed Mind,
701587,532572,54408,2025-06-28,Changed Mind,
701588,532586,54431,2025-04-18,Wrong Product,
701589,532605,54463,2024-02-12,Quality Issue,
701590,532606,54464,2024-04-18,Wrong Product,
701591,532622,54487,2024-06-26,Changed Mind,
701592,532622,54489,2024-06-12,Wrong Product,
701593,532622,54490,2024-06-15,Damaged Product,
701594,532697,54597,2024-09-25,Wrong Product,
701595,532725,54643,2024-01-22,Quality Issue,
701596,532763,54711,2025-04-19,Late Delivery,
701597,532778,54735,2025-07-15,Other,
701598,532912,54960,2024-12-20,Damaged Product,
701599,532912,54961,2024-12-08,Quality Issue,
701600,532942,55007,2024-07-31,Changed Mind,
701601,532942,55009,2024-08-10,Damaged Product,
701602,532955,55029,2024-05-05,Changed Mind,
701603,532955,55030,2024-05-05,Damaged Product,
701604,532970,55057,2025-06-24,Wrong Product,
701605,532977,55067,2024-10-17,Changed Mind,
701606,532987,55083,2024-09-11,Damaged Product,
701607,532993,55091,2024-06-20,Late Delivery,
701608,532993,55092,2024-06-16,Wrong Product,
701609,533066,55205,2025-03-16,Wrong Product,
701610,533135,55324,2025-06-24,Damaged Product,
701611,533148,55345,2024-12-21,Changed Mind,
701612,533151,55351,2024-02-29,Damaged Product,
701613,533151,55352,2024-02-25,Other,
701614,533164,55375,2025-01-25,Damaged Product,
701615,533215,55462,2024-03-15,Damaged Product,
701616,533223,55475,2025-02-17,Late Delivery,
701617,533223,55476,2025-03-01,Wrong Product,
701618,533223,55477,2025-02-28,Wrong Product,
701619,533293,55602,2025-04-13,Changed Mind,
701620,533357,55714,2024-05-07,Late Delivery,
701621,533368,55731,2024-12-02,Changed Mind,
701622,533397,55777,2024-08-13,Quality Issue,
701623,533411,55804,2025-03-15,Quality Issue,
701624,533411,55805,2025-03-19,Changed Mind,
701625,533438,55858,2025-03-03,Wrong Product,
701626,533438,55859,2025-03-03,Changed Mind,
701627,533438,55860,2025-02-28,Damaged Product,
701628,533439,55862,2024-08-07,Quality Issue,
701629,533439,55863,2024-07-24,Wrong Product,
701630,533442,55868,2025-01-08,Other,
701631,533442,55870,2025-01-17,Quality Issue,
701632,533453,55892,2025-02-10,Other,
701633,533453,55893,2025-02-02,Late Delivery,
701634,533453,55894,2025-02-02,Late Delivery,
701635,533454,55896,2024-06-30,Quality Issue,
701636,533454,55897,2024-07-08,Wrong Product,
701637,533478,55930,2024-07-18,Changed Mind,
701638,533497,55968,2025-06-20,Wrong Product,
701639,533497,55969,2025-06-23,Late Delivery,
701640,533497,55970,2025-06-29,Other,
701641,533497,55971,2025-06-28,Late Delivery,
701642,533535,56041,2024-09-17,Quality Issue,
701643,533535,56042,2024-09-04,Damaged Product,
701644,533536,56043,2024-05-20,Late Delivery,
701645,533568,56089,2025-02-28,Changed Mind,
701646,533605,56149,2024-09-02,Damaged Product,
701647,533649,56220,2025-02-20,Changed Mind,
701648,533680,56274,2025-03-05,Changed Mind,
701649,533718,56330,2024-03-09,Wrong Product,
701650,533741,56370,2025-05-24,Quality Issue,
701651,533774,56419,2024-09-26,Changed Mind,
701652,533778,56427,2024-11-14,Other,
701653,533778,56428,2024-11-06,Damaged Product,
701654,533855,56556,2024-09-27,Changed Mind,
701655,533871,56589,2025-04-11,Damaged Product,
701656,533871,56590,2025-04-09,Quality Issue,
701657,533871,56591,2025-04-20,Damaged Product,
701658,533889,56623,2024-06-15,Damaged Product,
701659,533925,56690,2024-12-13,Wrong Product,
701660,533926,56691,2024-04-12,Quality Issue,
701661,533926,56693,2024-04-13,Quality Issue,
701662,533945,56719,2025-03-19,Other,
701663,533945,56720,2025-03-07,Quality Issue,
701664,533983,56774,2025-02-14,Damaged Product,
701665,533986,56779,2024-08-10,Damaged Product,
701666,533986,56780,2024-08-10,Changed Mind,
701667,534112,56978,2025-01-09,Damaged Product,
701668,534112,56979,2025-01-09,Late Delivery,
701669,534162,57055,2024-07-18,Wrong Product,
701670,534162,57056,2024-07-29,Damaged Product,
701671,534162,57057,2024-07-27,Wrong Product,
701672,534171,57073,2025-04-02,Late Delivery,
701673,534267,57248,2024-03-22,Quality Issue,
701674,534267,57249,2024-04-02,Changed Mind,
701675,534302,57304,2024-02-28,Damaged Product,
701676,534321,57338,2025-01-23,Damaged Product,
701677,534326,57346,2025-06-14,Damaged Product,
701678,534363,57411,2024-04-22,Wrong Product,
701679,534463,57584,2024-04-27,Late Delivery,
701680,534490,57627,2024-04-02,Quality Issue,
701681,534508,57657,2024-10-20,Damaged Product,
701682,534512,57669,2024-12-11,Quality Issue,
701683,534543,57713,2024-04-27,Wrong Product,
701684,534554,57731,2025-05-12,Damaged Product,
701685,534575,57773,2024-03-23,Quality Issue,
701686,534584,57784,2024-06-17,Wrong Product,
701687,534615,57833,2024-04-27,Changed Mind,
701688,534621,57840,2024-03-11,Wrong Product,
701689,534621,57841,2024-03-17,Wrong Product,
701690,534683,57947,2024-09-04,Quality Issue,
701691,534707,57985,2024-12-17,Damaged Product,
701692,534713,57996,2025-04-18,Changed Mind,
701693,534713,57997,2025-04-17,Wrong Product,
701694,534724,58014,2025-01-19,Changed Mind,
701695,534737,58035,2025-05-29,Damaged Product,
701696,534738,58038,2025-03-08,Damaged Product,
701697,534789,58113,2024-02-07,Damaged Product,
701698,534813,58152,2025-03-31,Late Delivery,
701699,534962,58417,2024-03-27,Changed Mind,
701700,534966,58424,2025-05-30,Damaged Product,
701701,534966,58425,2025-05-30,Late Delivery,
701702,534966,58427,2025-05-27,Changed Mind,
701703,534976,58444,2025-01-19,Other,
701704,534984,58454,2024-11-19,Quality Issue,
701705,534984,58455,2024-12-01,Changed Mind,
701706,535092,58632,2025-04-05,Damaged Product,
701707,535092,58633,2025-04-20,Other,
701708,535092,58634,2025-04-11,Other,
701709,535103,58655,2025-02-19,Damaged Product,
701710,535105,58658,2025-03-05,Changed Mind,
701711,535111,58666,2024-02-27,Quality Issue,
701712,535111,58667,2024-02-22,Damaged Product,
701713,535111,58668,2024-02-23,Damaged Product,
701714,535167,58765,2025-01-04,Wrong Product,
701715,535229,58870,2025-03-17,Quality Issue,
701716,535249,58904,2024-10-17,Damaged Product,
701717,535249,58905,2024-10-28,Quality Issue,
701718,535265,58925,2025-03-07,Changed Mind,
701719,535340,59047,2025-05-04,Wrong Product,
701720,535366,59092,2024-07-10,Changed Mind,
701721,535426,59183,2024-07-28,Quality Issue,
701722,535426,59184,2024-07-28,Quality Issue,
701723,535432,59191,2024-09-01,Quality Issue,
701724,535433,59193,2024-12-18,Changed Mind,
701725,535442,59206,2024-04-15,Quality Issue,
701726,535442,59207,2024-04-05,Damaged Product,
701727,535453,59225,2025-02-18,Damaged Product,
701728,535464,59242,2024-01-09,Wrong Product,
701729,535580,59450,2024-05-27,Quality Issue,
701730,535593,59472,2025-04-20,Wrong Product,
701731,535639,59555,2024-06-28,Late Delivery,
701732,535679,59615,2025-02-23,Changed Mind,
701733,535679,59616,2025-02-28,Wrong Product,
701734,535686,59630,2024-12-23,Wrong Product,
701735,535691,59638,2024-08-19,Damaged Product,
701736,535722,59687,2025-05-23,Wrong Product,
701737,535752,59741,2024-11-17,Quality Issue,
701738,535752,59742,2024-11-04,Quality Issue,
701739,535752,59743,2024-11-03,Damaged Product,
701740,535753,59744,2024-08-09,Changed Mind,
701741,535761,59757,2024-07-19,Quality Issue,
701742,535761,59758,2024-07-17,Wrong Product,
701743,535761,59759,2024-07-12,Damaged Product,
701744,535775,59775,2024-05-04,Quality Issue,
701745,535775,59776,2024-05-07,Changed Mind,
701746,535825,59845,2024-11-08,Wrong Product,
701747,535847,59880,2024-03-11,Damaged Product,
701748,535969,60071,2025-03-28,Quality Issue,
701749,535969,60072,2025-03-27,Damaged Product,
701750,535970,60076,2024-08-17,Late Delivery,
701751,535970,60077,2024-08-24,Changed Mind,
701752,536004,60133,2025-03-06,Late Delivery,
701753,536004,60134,2025-03-12,Quality Issue,
701754,536031,60180,2024-05-08,Changed Mind,
701755,536031,60181,2024-05-10,Damaged Product,
701756,536078,60256,2025-04-29,Other,
701757,536078,60257,2025-04-22,Late Delivery,
701758,536078,60258,2025-05-09,Damaged Product,
701759,536135,60356,2024-04-07,Late Delivery,
701760,536135,60357,2024-04-02,Changed Mind,
701761,536155,60389,2024-08-17,Changed Mind,
